dbn,score,travel_time,geom
02M546,2.84,53.11666666666667,POINT (-73.9876589999999936 40.7354940000000028)
29Q259,4.74,93.81666666666666,POINT (-73.7535790000000020 40.7064599999999999)
19K502,2.48,51.06666666666667,POINT (-73.8947469999999953 40.6674560000000014)
18K566,2.86,42.483333333333334,POINT (-73.9167350000000027 40.6332850000000008)
09X327,2.59,77.18333333333334,POINT (-73.9160820000000029 40.8424949999999995)
26Q430,3.97,98.88333333333334,POINT (-73.7928299999999950 40.7407240000000002)
14K561,2.95,65.13333333333334,POINT (-73.9547539999999941 40.7150729999999967)
21K572,3.91,74.4,POINT (-73.9857700000000023 40.5942909999999983)
10X213,4.45,96.68333333333334,POINT (-73.9122559999999993 40.8771050000000002)
07X495,4.3,77.88333333333334,POINT (-73.9110299999999967 40.8182499999999990)
32K556,4.42,61.35,POINT (-73.9281399999999991 40.6950560000000010)
02M459,3.03,66.75,POINT (-73.9600590000000011 40.7653589999999966)
28Q440,4.37,85.63333333333334,POINT (-73.8456369999999964 40.7294020000000003)
09X260,4.69,92.05,POINT (-73.9024990000000059 40.8336650000000034)
09X403,3.72,86.56666666666666,POINT (-73.9044729999999959 40.8276419999999973)
12X248,3.22,98.3,POINT (-73.8976119999999952 40.8273149999999987)
28Q680,3.08,85.71666666666667,POINT (-73.8064990000000023 40.7188310000000016)
25Q240,3.81,87.76666666666667,POINT (-73.8278899999999965 40.7651660000000007)
21K348,3.94,74.4,POINT (-73.9857700000000023 40.5942909999999983)
20K490,3.5,60.93333333333333,POINT (-74.0400460000000038 40.6278349999999975)
05M148,4.8,67.38333333333334,POINT (-73.9477119999999957 40.8173719999999989)
02M411,2.85,56.05,POINT (-73.9865209999999962 40.7419300000000035)
07X527,4.34,82.9,POINT (-73.9238289999999978 40.8223100000000017)
17K546,3.96,33.65,POINT (-73.9424580000000020 40.6588929999999991)
32K552,3.24,65.31666666666666,POINT (-73.9107910000000032 40.6969700000000003)
31R028,2.78,72.45,POINT (-74.0826670000000007 40.6242629999999991)
09X564,3.74,86.01666666666667,POINT (-73.9109100000000012 40.8404219999999967)
06M293,3.11,94.85,POINT (-73.9306720000000013 40.8607900000000015)
31R605,3.35,73.65,POINT (-74.1153730000000053 40.5678729999999987)
11X508,3.69,99.45,POINT (-73.8610060000000033 40.8596649999999997)
02M630,3.42,64.7,POINT (-73.9672029999999978 40.7592399999999984)
08X312,3.2,100.93333333333334,POINT (-73.8561669999999992 40.8222900000000024)
02M533,2.59,53.11666666666667,POINT (-73.9876589999999936 40.7354940000000028)
24Q585,3.02,94.28333333333333,POINT (-73.8874820000000057 40.7299390000000017)
04M555,4.05,67.75,POINT (-73.9493810000000025 40.7937629999999984)
09X241,4.3,91.98333333333333,POINT (-73.9013159999999942 40.8392440000000008)
31R440,4.69,86.36666666666666,POINT (-74.1077370000000002 40.5693929999999980)
12X550,2.81,96.13333333333334,POINT (-73.8789119999999997 40.8316009999999991)
25Q285,2.74,115.61666666666666,POINT (-73.7900829999999956 40.7651329999999987)
25Q425,4.12,NaN,POINT (-73.8249440000000021 40.7381389999999968)
28Q505,2.98,87.95,POINT (-73.8016599999999983 40.7094459999999998)
31R080,3.27,76.51666666666667,POINT (-74.1020780000000059 40.6085169999999991)
10X437,4.16,114.5,POINT (-73.8882669999999990 40.8600429999999974)
19K504,4.49,51.06666666666667,POINT (-73.8947469999999953 40.6674560000000014)
05M157,2.59,74.3,POINT (-73.9394329999999940 40.8073830000000015)
09X324,4.73,87.9,POINT (-73.9176680000000061 40.8286960000000008)
15K463,3.47,43.96666666666667,POINT (-73.9792869999999994 40.6696290000000005)
26Q566,3.53,115.41666666666667,POINT (-73.7275350000000032 40.7460880000000003)
11X455,2.92,103.06666666666666,POINT (-73.8339040000000040 40.8740910000000000)
08X282,2.7,101.38333333333334,POINT (-73.8565799999999939 40.8148330000000001)
12X521,2.73,96.13333333333334,POINT (-73.8789119999999997 40.8316009999999991)
22K535,3.41,65.51666666666667,POINT (-73.9359520000000003 40.5808940000000007)
29Q326,3.25,86.28333333333333,POINT (-73.7711950000000058 40.7118490000000008)
05M362,3.22,76.18333333333334,POINT (-73.9558090000000021 40.8104310000000012)
15K448,4.77,47.88333333333333,POINT (-74.0013770000000051 40.6800700000000006)
27Q351,4.35,80.6,POINT (-73.8226240000000047 40.5860660000000024)
10X549,3.75,90.15,POINT (-73.8983089999999976 40.8702929999999967)
32K549,3.26,65.31666666666666,POINT (-73.9107910000000032 40.6969700000000003)
29Q272,3.31,88.0,POINT (-73.7568389999999994 40.6682350000000028)
19K639,4.05,66.73333333333333,POINT (-73.8683280000000053 40.6911460000000034)
27Q650,4.4,83.53333333333333,POINT (-73.8407169999999979 40.6895910000000001)
05M692,3.35,82.41666666666667,POINT (-73.9490969999999948 40.8207400000000007)
